Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
#country+code,#date+start,#date+end,,,#country+name,#indicator+code,,#indicator+name,,,,#date+year,,,#indicator+type,#indicator+value+num,
ZAF,2013-04-01,2013-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7004,April,LCU,11109.000000,A
ZAF,2013-05-01,2013-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7005,May,LCU,11109.000000,A
ZAF,2013-06-01,2013-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7006,June,LCU,11109.000000,A
ZAF,2013-07-01,2013-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7007,July,LCU,12058.000000,A
ZAF,2013-08-01,2013-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7008,August,LCU,12058.000000,A
ZAF,2013-09-01,2013-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7009,September,LCU,12058.000000,A
ZAF,2013-10-01,2013-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7010,October,LCU,12664.000000,A
ZAF,2013-11-01,2013-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7011,November,LCU,12664.000000,A
ZAF,2013-12-01,2013-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2013,2013,7012,December,LCU,12664.000000,A
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7021,Annual value,LCU,12277.000000,A
ZAF,2014-01-01,2014-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7001,January,LCU,12664.000000,A
ZAF,2014-02-01,2014-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7002,February,LCU,12664.000000,A
ZAF,2014-03-01,2014-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7003,March,LCU,12664.000000,A
ZAF,2014-04-01,2014-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7004,April,LCU,12576.000000,A
ZAF,2014-05-01,2014-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7005,May,LCU,12576.000000,A
ZAF,2014-06-01,2014-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7006,June,LCU,12576.000000,A
ZAF,2014-07-01,2014-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7007,July,LCU,12434.000000,A
ZAF,2014-08-01,2014-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7008,August,LCU,12434.000000,A
ZAF,2014-09-01,2014-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7009,September,LCU,12434.000000,A
ZAF,2014-10-01,2014-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7010,October,LCU,9060.000000,A
ZAF,2014-11-01,2014-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7011,November,LCU,9060.000000,A
ZAF,2014-12-01,2014-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2014,2014,7012,December,LCU,9060.000000,A
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7021,Annual value,LCU,10833.000000,A
ZAF,2015-01-01,2015-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7001,January,LCU,11306.000000,A
ZAF,2015-02-01,2015-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7002,February,LCU,11306.000000,A
ZAF,2015-03-01,2015-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7003,March,LCU,11306.000000,A
ZAF,2015-04-01,2015-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7004,April,LCU,13517.000000,A
ZAF,2015-05-01,2015-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7005,May,LCU,13517.000000,A
ZAF,2015-06-01,2015-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7006,June,LCU,13517.000000,A
ZAF,2015-07-01,2015-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7007,July,LCU,10832.000000,A
ZAF,2015-08-01,2015-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7008,August,LCU,10832.000000,A
ZAF,2015-09-01,2015-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7009,September,LCU,10832.000000,A
ZAF,2015-10-01,2015-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7010,October,LCU,11167.000000,A
ZAF,2015-11-01,2015-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7011,November,LCU,11167.000000,A
ZAF,2015-12-01,2015-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2015,2015,7012,December,LCU,11167.000000,A
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2016,2016,7021,Annual value,LCU,13182.000000,A
ZAF,2016-01-01,2016-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2016,2016,7001,January,LCU,12893.000000,A
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7021,Annual value,LCU,13726.000000,A
ZAF,2017-01-01,2017-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7001,January,LCU,13748.000000,A
ZAF,2017-02-01,2017-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7002,February,LCU,13748.000000,A
ZAF,2017-03-01,2017-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7003,March,LCU,13748.000000,A
ZAF,2017-04-01,2017-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7004,April,LCU,13748.000000,A
ZAF,2017-05-01,2017-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7005,May,LCU,13748.000000,A
ZAF,2017-06-01,2017-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7006,June,LCU,13748.000000,A
ZAF,2017-07-01,2017-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7007,July,LCU,13748.000000,A
ZAF,2017-08-01,2017-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7008,August,LCU,13748.000000,A
ZAF,2017-09-01,2017-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7009,September,LCU,13748.000000,A
ZAF,2017-10-01,2017-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7010,October,LCU,13748.000000,A
ZAF,2017-11-01,2017-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7011,November,LCU,13748.000000,A
ZAF,2017-12-01,2017-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2017,2017,7012,December,LCU,13748.000000,A
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7021,Annual value,LCU,13137.000000,A
ZAF,2018-01-01,2018-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7001,January,LCU,13142.000000,A
ZAF,2018-02-01,2018-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7002,February,LCU,13142.000000,A
ZAF,2018-03-01,2018-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7003,March,LCU,13142.000000,A
ZAF,2018-04-01,2018-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7004,April,LCU,13142.000000,A
ZAF,2018-05-01,2018-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7005,May,LCU,13142.000000,A
ZAF,2018-06-01,2018-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7006,June,LCU,13142.000000,A
ZAF,2018-07-01,2018-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7007,July,LCU,13001.000000,A
ZAF,2018-08-01,2018-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7008,August,LCU,13001.000000,A
ZAF,2018-09-01,2018-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7009,September,LCU,13001.000000,A
ZAF,2018-10-01,2018-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7010,October,LCU,13001.000000,A
ZAF,2018-11-01,2018-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7011,November,LCU,13001.000000,A
ZAF,2018-12-01,2018-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2018,2018,7012,December,LCU,13001.000000,A
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2019,2019,7021,Annual value,LCU,11544.000000,A
ZAF,2019-01-01,2019-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2019,2019,7001,January,LCU,12997.000000,A
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7021,Annual value,LCU,12892.000000,A
ZAF,2020-01-01,2020-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7001,January,LCU,12892.000000,A
ZAF,2020-02-01,2020-02-29,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7002,February,LCU,12892.000000,A
ZAF,2020-03-01,2020-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7003,March,LCU,12892.000000,A
ZAF,2020-04-01,2020-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7004,April,LCU,12892.000000,A
ZAF,2020-05-01,2020-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7005,May,LCU,12892.000000,A
ZAF,2020-06-01,2020-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7006,June,LCU,12892.000000,A
ZAF,2020-07-01,2020-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7007,July,LCU,12892.000000,A
ZAF,2020-08-01,2020-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7008,August,LCU,12892.000000,A
ZAF,2020-09-01,2020-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7009,September,LCU,12892.000000,A
ZAF,2020-10-01,2020-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7010,October,LCU,12892.000000,A
ZAF,2020-11-01,2020-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7011,November,LCU,12892.000000,A
ZAF,2020-12-01,2020-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2020,2020,7012,December,LCU,12892.000000,A
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7021,Annual value,LCU,14396.000000,A
ZAF,2021-01-01,2021-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7001,January,LCU,14028.000000,A
ZAF,2021-02-01,2021-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7002,February,LCU,14028.000000,A
ZAF,2021-03-01,2021-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7003,March,LCU,14028.000000,A
ZAF,2021-04-01,2021-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7004,April,LCU,14028.000000,A
ZAF,2021-05-01,2021-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7005,May,LCU,14028.000000,A
ZAF,2021-06-01,2021-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7006,June,LCU,14028.000000,A
ZAF,2021-07-01,2021-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7007,July,LCU,14139.000000,A
ZAF,2021-08-01,2021-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7008,August,LCU,14139.000000,A
ZAF,2021-09-01,2021-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7009,September,LCU,14139.000000,A
ZAF,2021-10-01,2021-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7010,October,LCU,16405.000000,A
ZAF,2021-11-01,2021-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7011,November,LCU,16405.000000,A
ZAF,2021-12-01,2021-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2021,2021,7012,December,LCU,16405.000000,A
ZAF,2022-01-01,2022-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7021,Annual value,LCU,19232.000000,A
ZAF,2022-01-01,2022-01-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7001,January,LCU,18879.000000,A
ZAF,2022-02-01,2022-02-28,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7002,February,LCU,18879.000000,A
ZAF,2022-03-01,2022-03-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7003,March,LCU,18879.000000,A
ZAF,2022-04-01,2022-04-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7004,April,LCU,19062.000000,A
ZAF,2022-05-01,2022-05-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7005,May,LCU,19062.000000,A
ZAF,2022-06-01,2022-06-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7006,June,LCU,19062.000000,A
ZAF,2022-07-01,2022-07-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7007,July,LCU,19786.000000,A
ZAF,2022-08-01,2022-08-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7008,August,LCU,19786.000000,A
ZAF,2022-09-01,2022-09-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7009,September,LCU,19786.000000,A
ZAF,2022-10-01,2022-10-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7010,October,LCU,19395.000000,A
ZAF,2022-11-01,2022-11-30,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7011,November,LCU,19395.000000,A
ZAF,2022-12-01,2022-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5530,Producer Price (LCU/tonne),2022,2022,7012,December,LCU,19395.000000,A
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1991,1991,7021,Annual value,SLC,1209.000000,A
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1992,1992,7021,Annual value,SLC,1810.000000,A
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1993,1993,7021,Annual value,SLC,1745.000000,A
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1994,1994,7021,Annual value,SLC,1823.000000,A
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1995,1995,7021,Annual value,SLC,2500.000000,A
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1996,1996,7021,Annual value,SLC,2394.000000,A
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1997,1997,7021,Annual value,SLC,2565.000000,A
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1998,1998,7021,Annual value,SLC,2901.000000,A
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,3221.000000,A
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,3180.000000,A
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,2764.000000,A
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,4500.000000,A
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,4200.000000,A
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,3500.000000,A
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,3100.000000,A
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,4400.000000,A
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,6194.000000,A
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,7305.000000,A
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,6958.000000,A
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,6392.000000,A
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,6505.000000,A
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,10217.000000,A
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,12058.000000,A
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,12277.000000,A
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,10833.000000,A
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,13182.000000,A
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,13726.000000,A
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,13137.000000,A
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,11544.000000,A
ZAF,2020-01-01,2020-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,12892.000000,A
ZAF,2021-01-01,2021-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,14396.000000,A
ZAF,2022-01-01,2022-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5531,Producer Price (SLC/tonne),2022,2022,7021,Annual value,SLC,19232.000000,A
ZAF,1991-01-01,1991-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,437.800000,A
ZAF,1992-01-01,1992-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,634.600000,A
ZAF,1993-01-01,1993-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,534.000000,A
ZAF,1994-01-01,1994-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,513.400000,A
ZAF,1995-01-01,1995-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,689.300000,A
ZAF,1996-01-01,1996-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,556.800000,A
ZAF,1997-01-01,1997-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,556.600000,A
ZAF,1998-01-01,1998-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,524.800000,A
ZAF,1999-01-01,1999-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,527.200000,A
ZAF,2000-01-01,2000-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,458.200000,A
ZAF,2001-01-01,2001-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,321.100000,A
ZAF,2002-01-01,2002-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,426.900000,A
ZAF,2003-01-01,2003-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,555.200000,A
ZAF,2004-01-01,2004-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,541.800000,A
ZAF,2005-01-01,2005-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,487.500000,A
ZAF,2006-01-01,2006-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,649.800000,A
ZAF,2007-01-01,2007-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,879.200000,A
ZAF,2008-01-01,2008-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,884.300000,A
ZAF,2009-01-01,2009-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,821.100000,A
ZAF,2010-01-01,2010-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,873.100000,A
ZAF,2011-01-01,2011-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,895.900000,A
ZAF,2012-01-01,2012-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,1244.500000,A
ZAF,2013-01-01,2013-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,1248.900000,A
ZAF,2014-01-01,2014-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,1131.200000,A
ZAF,2015-01-01,2015-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,849.100000,A
ZAF,2016-01-01,2016-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,896.100000,A
ZAF,2017-01-01,2017-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,1030.200000,A
ZAF,2018-01-01,2018-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,992.700000,A
ZAF,2019-01-01,2019-12-31,202,'710,South Africa,176,'01701,"Beans, dry",5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,799.000000,A
